patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Los Angeles,2015,24,MULTIPLE SIGNFICANT TRAUMA,2380,,
Los Angeles,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2028,,
Los Angeles,2016,0,UNGROUPABLE,50,,
Los Angeles,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",63448,,
Los Angeles,2016,2,"EYE, DISEASES & DISORDERS",1808,,
Los Angeles,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",11034,,
Los Angeles,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",75128,,
Los Angeles,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",117486,,
Los Angeles,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",85328,,
Los Angeles,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",35991,,
Los Angeles,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",79813,,
Los Angeles,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",24125,,
Los Angeles,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",32402,,
Los Angeles,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",43444,,
Los Angeles,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",4876,,
Los Angeles,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",15721,,
Los Angeles,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",133646,,
Los Angeles,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,125593,,
Los Angeles,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",12991,,
Los Angeles,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,9665,,
Los Angeles,2016,18,INFECTIOUS & PARASITIC DISEASES,73397,,
Los Angeles,2016,19,MENTAL DISEASES & DISORDERS,66405,,
Los Angeles,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,12206,,
Los Angeles,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",11784,,
Los Angeles,2016,22,BURNS,765,,
Los Angeles,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,7836,,
Los Angeles,2016,24,MULTIPLE SIGNFICANT TRAUMA,2669,,
Los Angeles,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1899,,
Los Angeles,2017,0,UNGROUPABLE,30,,
Los Angeles,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",64632,,
Los Angeles,2017,2,"EYE, DISEASES & DISORDERS",1781,,
Los Angeles,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",10933,,
Los Angeles,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",74261,,
Los Angeles,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",119519,,
Los Angeles,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",82306,,
Los Angeles,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",35155,,
Los Angeles,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",79107,,
Los Angeles,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",22445,,
Los Angeles,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",34059,,
Los Angeles,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",41796,,
Los Angeles,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",4924,,
Los Angeles,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",14198,,
Los Angeles,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",126830,,
Los Angeles,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,119605,,
Los Angeles,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",12047,,
Los Angeles,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,9379,,
Los Angeles,2017,18,INFECTIOUS & PARASITIC DISEASES,81473,,
Los Angeles,2017,19,MENTAL DISEASES & DISORDERS,65028,,
Los Angeles,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,11454,,
Los Angeles,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",11984,,
Los Angeles,2017,22,BURNS,717,,
Los Angeles,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,7499,,
Los Angeles,2017,24,MULTIPLE SIGNFICANT TRAUMA,2657,,
Los Angeles,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1858,,
Los Angeles,2018,0,UNGROUPABLE,29,,
Los Angeles,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",65077,,
Los Angeles,2018,2,"EYE, DISEASES & DISORDERS",1742,,
Los Angeles,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",10857,,
Los Angeles,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",70691,,
Los Angeles,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",119069,,
Los Angeles,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",80535,,
Los Angeles,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",34145,,
Los Angeles,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",76393,,
Los Angeles,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",20934,,
Los Angeles,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",33890,,
Los Angeles,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",42227,,
Los Angeles,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",4248,,
Los Angeles,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",12891,,
Los Angeles,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",119321,,
Los Angeles,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,112206,,
Los Angeles,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",11427,,
Los Angeles,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,9738,,
Los Angeles,2018,18,INFECTIOUS & PARASITIC DISEASES,85662,,
Los Angeles,2018,19,MENTAL DISEASES & DISORDERS,62036,,
Los Angeles,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,12118,,
Los Angeles,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",12397,,
Los Angeles,2018,22,BURNS,684,,
Los Angeles,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,7937,,
Los Angeles,2018,24,MULTIPLE SIGNFICANT TRAUMA,2606,,
Los Angeles,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1642,,
Madera,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",641,,
Madera,2012,2,"EYE, DISEASES & DISORDERS",10,,
Madera,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",154,,
Madera,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1168,,
Madera,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1548,,
Madera,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1242,,
Madera,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",531,,
Madera,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1235,,
Madera,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",275,,
Madera,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",461,,
Madera,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",532,,
Madera,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",66,,
Madera,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",320,,
Madera,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2402,,
Madera,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2411,,
Madera,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",157,,
Madera,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,133,,
Madera,2012,18,INFECTIOUS & PARASITIC DISEASES,481,,
Madera,2012,19,MENTAL DISEASES & DISORDERS,492,,
Madera,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,44,,
Madera,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",197,,
Madera,2012,22,BURNS,17,,
Madera,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,301,,
Madera,2012,24,MULTIPLE SIGNFICANT TRAUMA,45,,
Madera,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,12,,
Madera,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",693,,
Madera,2013,2,"EYE, DISEASES & DISORDERS",18,,
Madera,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",144,,
Madera,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1086,,
Madera,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1534,,
Madera,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1262,,
Madera,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",511,,
Madera,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1229,,
Madera,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",325,,
Madera,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",492,,
Madera,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",560,,
Madera,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",51,,
Madera,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",256,,
Madera,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2394,,
Madera,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2428,,
Madera,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",149,,
Madera,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,101,,
Madera,2013,18,INFECTIOUS & PARASITIC DISEASES,525,,
Madera,2013,19,MENTAL DISEASES & DISORDERS,432,,
Madera,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,45,,
Madera,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",160,,
Madera,2013,22,BURNS,10,,
Madera,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,337,,
Madera,2013,24,MULTIPLE SIGNFICANT TRAUMA,38,,
Madera,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,6,,
Madera,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",743,,
Madera,2014,2,"EYE, DISEASES & DISORDERS",16,,
Madera,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",124,,
Madera,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1108,,
Madera,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1465,,
Madera,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1161,,
Madera,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",454,,
Madera,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1202,,
Madera,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",297,,
Madera,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",527,,
Madera,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",536,,
Madera,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",37,,
Madera,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",250,,
Madera,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2375,,
Madera,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2434,,
Madera,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",155,,
Madera,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,131,,
Madera,2014,18,INFECTIOUS & PARASITIC DISEASES,661,,
Madera,2014,19,MENTAL DISEASES & DISORDERS,409,,
Madera,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,54,,
Madera,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",155,,
Madera,2014,22,BURNS,10,,
Madera,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,340,,
Madera,2014,24,MULTIPLE SIGNFICANT TRAUMA,39,,
Madera,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,5,,
Madera,2015,0,UNGROUPABLE,2,,
Madera,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",769,,
Madera,2015,2,"EYE, DISEASES & DISORDERS",17,,
Madera,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",140,,
Madera,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1081,,
Madera,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1371,,
Madera,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1137,,
Madera,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",474,,
Madera,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1298,,
Madera,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",268,,
Madera,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",460,,
Madera,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",605,,
Madera,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",54,,
Madera,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",239,,
Madera,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2372,,
Madera,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2356,,
Madera,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",146,,
Madera,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,159,,
Madera,2015,18,INFECTIOUS & PARASITIC DISEASES,813,,
Madera,2015,19,MENTAL DISEASES & DISORDERS,421,,
Madera,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,64,,
Madera,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",159,,
Madera,2015,22,BURNS,15,,
Madera,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,281,,
Madera,2015,24,MULTIPLE SIGNFICANT TRAUMA,45,,
Madera,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,13,,
Madera,2016,0,UNGROUPABLE,4,,
Madera,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",875,,
Madera,2016,2,"EYE, DISEASES & DISORDERS",14,,
Madera,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",141,,
Madera,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",996,,
Madera,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1377,,
Madera,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1109,,
Madera,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",525,,
Madera,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1352,,
Madera,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",300,,
Madera,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",483,,
Madera,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",555,,
Madera,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",49,,
Madera,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",237,,
Madera,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2462,,
Madera,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2509,,
Madera,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",138,,
Madera,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,130,,
Madera,2016,18,INFECTIOUS & PARASITIC DISEASES,889,,
Madera,2016,19,MENTAL DISEASES & DISORDERS,391,,
Madera,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,37,,
Madera,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",179,,
Madera,2016,22,BURNS,11,,
Madera,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,150,,
Madera,2016,24,MULTIPLE SIGNFICANT TRAUMA,39,,
Madera,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,6,,
Madera,2017,0,UNGROUPABLE,4,,
Madera,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",870,,
Madera,2017,2,"EYE, DISEASES & DISORDERS",8,,
Madera,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",131,,
Madera,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1084,,
Madera,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1408,,
Madera,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1093,,
Madera,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",492,,
Madera,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1270,,
Madera,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",250,,
Madera,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",518,,
Madera,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",531,,
Madera,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",51,,
Madera,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",169,,
Madera,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2224,,
Madera,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2223,,
Madera,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",132,,
Madera,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,126,,
Madera,2017,18,INFECTIOUS & PARASITIC DISEASES,1021,,
Madera,2017,19,MENTAL DISEASES & DISORDERS,475,,
Madera,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,66,,
Madera,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",186,,
Madera,2017,22,BURNS,9,,
Madera,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,110,,
Madera,2017,24,MULTIPLE SIGNFICANT TRAUMA,52,,
Madera,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,4,,
Madera,2018,0,UNGROUPABLE,3,,
Madera,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",865,,
Madera,2018,2,"EYE, DISEASES & DISORDERS",19,,
Madera,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",138,,
Madera,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1029,,
Madera,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1453,,
Madera,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1136,,
Madera,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",519,,
Madera,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1193,,
Madera,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",278,,
Madera,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",554,,
Madera,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",635,,
Madera,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",34,,
Madera,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",154,,
Madera,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2206,,
Madera,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2208,,
Madera,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",128,,
Madera,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,178,,
Madera,2018,18,INFECTIOUS & PARASITIC DISEASES,1111,,
Madera,2018,19,MENTAL DISEASES & DISORDERS,462,,
Madera,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,53,,
Madera,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",185,,
Madera,2018,22,BURNS,13,,
Madera,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,79,,
Madera,2018,24,MULTIPLE SIGNFICANT TRAUMA,45,,
Madera,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,18,,
Marin,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1444,,
Marin,2012,2,"EYE, DISEASES & DISORDERS",23,,
Marin,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",212,,
Marin,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1446,,
Marin,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",2239,,
Marin,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2136,,
Marin,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",622,,
Marin,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2827,,
Marin,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",592,,
Marin,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",456,,
Marin,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",798,,
Marin,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",153,,
Marin,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",253,,
Marin,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2371,,
Marin,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2086,,
Marin,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",221,,
Marin,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,241,,
Marin,2012,18,INFECTIOUS & PARASITIC DISEASES,1207,,
Marin,2012,19,MENTAL DISEASES & DISORDERS,873,,
Marin,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,203,,
Marin,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",340,,
Marin,2012,22,BURNS,8,,
Marin,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,398,,
Marin,2012,24,MULTIPLE SIGNFICANT TRAUMA,54,,
Marin,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,9,,
Marin,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1451,,
Marin,2013,2,"EYE, DISEASES & DISORDERS",26,,
Marin,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",212,,
Marin,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1359,,
Marin,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",2203,,
Marin,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1915,,
Marin,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",515,,
Marin,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2829,,
Marin,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",537,,
Marin,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",480,,
Marin,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",680,,
Marin,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",97,,
Marin,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",175,,
Marin,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2414,,
Marin,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2054,,
